id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
64,Moll,Bampfield,Delaware,Female,12/13/1956,3,2,3,8/19/2018,false,194260,4,2,2,"Anterior cord syndrome at C4, init",1,true,29,4,false,2,105,24,95,32477,10,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,true,29,1,true,1,48,88,98,15214,7,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,true
65,Birch,Tchaikovsky,American Indian and Alaska Native (AIAN),Male,10/3/1967,3,3,3,6/2/2020,true,143126,2,2,7,Dermatitis due to other substances taken internally,4,true,24,3,false,1,4,104,60,83063,2,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,false,6,4,true,5,40,41,108,23279,40,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,false
66,Emerson,Duker,Houma,Male,10/7/1972,3,1,1,12/31/2019,true,100167,2,3,2,"Fracture of nasal bones, initial encounter for open fracture",2,true,17,2,true,7,31,16,87,19902,44,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,false,23,2,false,5,91,76,35,4579,19,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,true
67,Darwin,Ecles,Indonesian,Male,6/7/1950,3,2,1,4/27/2018,true,496241,2,4,0,"Other injury of adductor muscle, fascia and tendon of thigh",5,false,26,3,false,4,36,92,21,23740,94,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,false,10,4,true,7,62,83,47,60847,64,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,true
68,Oby,Widocks,Creek,Male,6/11/1973,2,3,1,7/11/2020,false,40636,5,3,1,"Collapsed vertebra, NEC, thoracic region, init",3,true,10,4,false,5,5,71,40,72414,67,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,true,9,3,false,2,17,95,73,69748,41,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,true
69,Esme,Andrivel,Native Hawaiian and Other Pacific Islander (NHPI),Male,4/4/1993,3,2,1,7/28/2019,false,480702,5,1,3,"Insect bite (nonvenomous) of right thumb, initial encounter",4,false,28,2,false,4,40,34,67,49447,55,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,true,15,1,true,8,13,95,40,47170,3,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,false
70,Carol,Huyche,Malaysian,Female,11/26/1946,2,1,2,7/24/2020,false,473296,5,2,8,"Unsp disp fx of surg nk of unsp humer, 7thG",2,false,30,1,true,2,37,26,52,98719,99,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,false,20,4,false,2,33,50,89,41107,61,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,false
71,Arlina,Lashmar,Japanese,Female,6/17/1940,3,3,2,12/8/2019,false,183444,1,4,6,"Sltr-haris Type II physeal fx phalanx of unsp toe, 7thP",5,true,7,3,true,3,83,25,86,49474,56,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,true,20,1,false,6,73,46,11,77029,14,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,false
72,Archer,Beresfore,American Indian,Male,12/18/1985,3,2,3,9/29/2019,false,367979,5,2,6,"Avulsion of left eye, subsequent encounter",4,true,4,3,true,5,47,37,24,29609,59,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,false,2,2,true,4,50,73,31,14732,52,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,false
73,Veronike,Heymann,Ecuadorian,Female,6/21/1964,1,3,3,2/28/2018,false,199906,1,3,1,"Hemorrhagic choroidal detachment, unspecified eye",5,true,6,3,true,1,72,105,98,99762,55,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,false,9,3,false,1,118,15,5,31737,74,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,false
74,Ashlie,Mettrick,Peruvian,Female,8/8/1954,2,1,3,2/2/2018,true,311443,4,2,2,"Frostbite w tissue necrosis of unsp finger(s), subs encntr",5,true,20,4,true,2,24,68,46,65897,89,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,true,22,3,true,4,94,0,44,85816,9,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,false
75,Karlee,Bankhurst,Thai,Female,5/19/1943,1,2,3,2/2/2018,false,184032,3,4,10,"Blister (nonthermal) of unspecified thumb, subs encntr",1,false,3,3,false,7,83,65,119,47464,39,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,true,21,2,false,6,93,89,74,46282,72,aenean sit amet justo morbi ut odio cras mi pede malesuada,true
76,Clara,Valdes,Spaniard,Female,2/13/1981,2,3,1,7/20/2018,true,314783,2,2,8,"Muscle wasting and atrophy, NEC, left forearm",4,false,20,1,true,6,3,30,88,49873,95,consequat lectus in est risus auctor sed tristique in tempus sit,true,7,4,true,7,26,80,17,52044,97,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,true
77,Carver,Shildrick,Chippewa,Male,9/15/1963,1,1,2,12/5/2019,true,422371,1,2,3,"Osteomyelitis of vertebra, cervical region",2,false,18,2,true,3,70,109,22,22137,6,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,true,12,1,false,5,17,88,91,28165,34,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,false
78,Jacquelynn,Larret,Yaqui,Female,4/21/1977,3,1,3,8/23/2019,true,340722,4,3,10,"Alcohol use, unspecified with other alcohol-induced disorder",5,true,2,3,true,6,59,41,10,2838,98,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,true,16,2,false,1,99,104,24,58999,86,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,true
79,Sherie,Graves,Chippewa,Female,1/23/1980,2,1,1,12/11/2018,true,32679,3,3,6,"Superficial foreign body of oral cavity, sequela",4,true,7,2,true,4,75,118,82,67364,98,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,true,3,1,false,8,67,70,103,68855,90,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,false
80,Constantino,Alishoner,Taiwanese,Male,3/4/1978,1,2,1,12/18/2018,false,83108,2,1,10,"Thrombosis due to vascular prosth dev/grft, init",5,true,6,1,true,7,44,82,111,94186,41,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,true,27,3,true,8,7,48,79,52521,34,eros viverra eget congue eget semper rutrum nulla nunc purus,true
81,Harlie,Medley,Puget Sound Salish,Female,7/10/1987,1,1,3,6/4/2018,true,366066,1,1,0,"Glasgow coma scale score 3-8, in the field",1,false,29,3,false,7,109,6,69,52125,25,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,false,5,1,false,8,99,54,32,10923,96,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,true
82,Agnese,Gregore,Comanche,Female,11/17/1986,2,2,2,12/24/2018,false,188880,5,1,1,"Nondisplaced fracture of trapezium, right wrist, sequela",2,true,9,1,false,3,97,54,8,17070,89,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,true,4,3,false,2,81,11,2,31656,71,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,true
83,Craggy,Witchell,Taiwanese,Male,2/26/1977,1,3,1,2/21/2020,true,156867,1,4,5,"Sprain of tarsal ligament of left foot, sequela",3,false,21,2,false,1,103,79,28,9759,2,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,true,21,2,true,7,26,86,103,54177,41,aliquet maecenas leo odio condimentum id luctus nec molestie sed,true
84,Phylis,Ricart,Chamorro,Female,11/8/1962,2,2,2,10/28/2018,true,492850,4,3,4,"Driver of dune buggy injured in nontraffic accident, sequela",2,true,2,3,true,3,120,42,63,19349,57,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,true,7,1,false,3,118,102,15,42163,65,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,false
85,Krysta,Beathem,Kiowa,Female,6/27/1996,1,1,1,3/23/2019,true,54550,2,4,6,"Displ commnt fx shaft of r fibula, 7thR",2,true,26,3,false,6,118,8,100,56689,41,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,true,22,4,false,8,32,48,30,62638,67,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,false
86,Charlot,Wapol,Native Hawaiian and Other Pacific Islander (NHPI),Female,10/28/1974,2,1,3,10/13/2019,true,349040,3,1,10,"Acute frontal sinusitis, unspecified",2,true,25,4,false,2,28,118,71,33066,8,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,true,27,4,true,3,20,75,88,37650,38,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,false
87,Carr,Fidal,Hmong,Male,11/24/1955,1,2,3,6/26/2019,false,359768,2,4,8,"Path fracture in neoplastic disease, tibia and fibula",4,true,31,1,true,5,93,45,89,17630,1,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,true,20,2,true,2,11,96,97,53908,54,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,false
88,Jany,Candy,Venezuelan,Female,8/23/1980,2,1,3,5/8/2020,false,376766,5,3,1,Oth and unspecified types of non-Hodgkin lymphoma,5,true,8,3,true,1,20,17,59,6576,80,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,true,7,3,true,7,91,21,88,50030,56,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,false
89,Marja,Norster,Apache,Female,10/7/1996,2,2,3,4/9/2020,false,137790,5,1,6,Unspecified fracture of right toe(s),2,false,22,2,false,6,26,45,110,79334,69,non mauris morbi non lectus aliquam sit amet diam in magna bibendum,false,28,2,false,1,36,72,48,84927,92,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,false
90,Gaile,Walthew,Korean,Male,12/16/1948,2,1,1,5/16/2018,false,167508,2,3,8,"Oth injury of axillary artery, unspecified side, sequela",4,false,26,4,false,2,6,27,76,65089,41,lobortis ligula sit amet eleifend pede libero quis orci nullam,true,10,1,true,5,33,54,105,87411,56,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,false
91,Cris,Jervis,Tongan,Male,2/5/1991,3,1,1,5/19/2020,false,24243,1,3,8,"Disp fx of medial malleolus of right tibia, sequela",4,true,21,2,false,4,81,84,53,75355,15,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,true,15,3,true,7,111,111,20,69456,77,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,true
92,Cherlyn,Agronski,Pakistani,Female,5/7/1981,3,2,3,3/16/2018,true,325557,5,4,0,Other acute postprocedural pain,3,true,21,2,true,2,119,106,27,11340,56,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,false,3,3,false,6,52,91,83,34116,60,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,true
93,Augusto,Sisland,Chamorro,Male,11/14/1983,1,3,3,3/19/2019,true,405977,4,4,10,Terrorism involving unspecified means,4,true,2,2,false,4,50,74,80,44182,15,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,false,6,4,false,2,49,42,77,90838,24,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,false
94,Cordi,Attreed,Pueblo,Female,8/17/1944,1,1,3,2/10/2019,false,205575,3,2,8,Rh incompatibility with hemolytic transfusion reaction,1,true,4,4,false,4,16,85,31,33878,28,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,false,9,1,false,5,118,54,108,13235,2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,true
95,Vin,Steel,Nicaraguan,Female,5/17/1948,1,3,2,5/22/2018,true,187943,1,4,5,"Person injured in clsn betw car and 2/3-whl pwr veh, subs",3,true,23,4,false,4,119,63,18,84612,53,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,false,16,2,false,2,76,80,87,90231,56,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,false
96,Catriona,Blasing,Honduran,Female,8/6/1942,2,2,3,7/22/2018,false,306249,4,4,10,Neuroma of amputation stump,5,true,5,4,false,8,54,41,28,28418,20,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,false,28,1,true,2,120,29,8,64841,11,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,true
97,Joyann,Giovannazzi,Spaniard,Female,4/15/1943,1,3,3,5/16/2019,false,376380,2,4,8,"Laceration of unsp blood vessel at shldr/up arm, right arm",4,false,6,1,true,8,111,24,36,172,31,id massa id nisl venenatis lacinia aenean sit amet justo morbi,true,27,1,false,8,15,76,99,42519,52,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,false
98,Brod,Woodrup,Panamanian,Male,1/7/1992,3,2,2,8/26/2019,true,147860,2,4,1,"Disp fx of hook pro of hamate bone, l wrs, 7thP",2,true,11,1,false,6,16,63,73,78365,37,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,true,23,4,true,4,76,53,55,62352,42,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,true
99,Wat,Toulson,Paiute,Male,4/30/1972,1,1,1,1/26/2019,false,369316,5,3,6,Ped on sktbrd injured in collision w rail trn/veh in traf,1,true,30,3,false,4,9,80,32,34315,35,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,true,26,3,true,2,58,11,68,84270,23,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,false
100,Carter,Pridie,Malaysian,Male,10/23/1948,2,1,2,8/4/2018,false,83024,1,4,3,"Corrosion of unspecified degree of right knee, init encntr",1,true,5,1,false,1,108,1,21,20758,91,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,true,22,3,true,6,40,32,69,19852,92,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,false
101,Yancy,Hauger,Asian Indian,Male,4/10/1994,3,2,3,5/3/2020,false,88324,1,3,6,"Type 4 fracture of sacrum, sequela",5,true,10,1,true,7,88,57,57,97103,61,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,true,8,1,false,8,18,43,63,36845,79,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,false
102,Lutero,Mitchener,Salvadoran,Male,2/4/1943,1,2,1,3/25/2018,true,488951,3,2,9,"Nondisp fx of shaft of left clavicle, subs for fx w malunion",4,false,1,2,false,8,94,108,84,6435,35,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,false,14,1,false,8,20,56,29,26763,23,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,true
103,Anthea,Benthall,Sri Lankan,Female,7/7/1948,3,2,3,6/29/2018,true,199376,1,2,8,"Vertiginous syndromes in diseases classd elswhr, bilateral",3,false,3,2,false,6,43,61,94,32033,22,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,false,2,2,true,4,109,119,82,69002,76,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,false
104,Henderson,Rathbone,Tlingit-Haida,Male,2/12/1940,1,3,1,3/26/2018,true,327152,2,4,7,"Unspecified chorioretinal inflammation, right eye",1,false,27,3,false,1,83,22,16,138,38,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,false,20,4,false,1,20,41,103,78683,34,fusce posuere felis sed lacus morbi sem mauris laoreet ut,false
105,Lyndsey,Skrines,Asian,Female,10/12/1974,1,3,3,1/4/2019,false,213179,3,3,10,Prostatic intraepithelial neoplasia,2,true,9,4,true,2,1,40,0,58815,62,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,false,26,2,false,4,104,64,13,85323,85,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,true
106,Eleni,Hollingshead,Colville,Female,12/17/1944,1,1,2,6/12/2020,false,36529,4,4,1,"Other specified injuries of unspecified thigh, sequela",2,true,20,1,false,3,49,111,46,39218,30,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,false,1,2,false,8,67,71,115,80309,76,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,true
107,Sybil,Pinckard,Seminole,Female,10/6/1968,1,2,3,12/12/2019,false,149709,4,3,9,"Mech compl of artificial heart, initial encounter",2,false,21,3,true,2,60,79,59,16938,36,lorem id ligula suspendisse ornare consequat lectus in est risus auctor,true,11,1,false,8,105,17,40,21193,17,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,true
108,Luciano,Londors,Chinese,Male,8/17/1940,3,1,2,7/15/2019,false,26100,1,4,4,"Bitten by other nonvenomous reptiles, initial encounter",4,false,31,2,true,1,90,30,88,79294,33,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,false,9,4,false,6,6,90,110,67554,90,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,true
109,Effie,Brayley,Chamorro,Female,5/11/1941,3,3,1,9/5/2019,false,73822,1,1,8,Malignant neoplasm of overlapping sites of tonsil,1,false,10,2,true,5,105,3,52,93581,13,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,false,21,3,true,4,77,112,101,89517,1,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,false
